,ub,lb
179.3711454857951,32.07442671660207,0.617605890431998
221.83399049641093,33.546763087301414,1.4012036312420468
248.31268394890336,34.16079807130863,2.1636538736816218
284.28595322318563,33.91653166862372,2.9049566177507233
318.8576665517167,31.342582241267074,3.9671092931288
356.2324917717502,28.847804088115737,4.680278489895097
392.20576104603253,26.463580405064945,5.298214501428922
428.1790303203148,24.472654179318592,5.805235576371904
464.152299594597,22.90976397321861,6.14296106329276
500.1255688688794,21.558976908275422,6.450304419608917
536.0988381431615,20.370911895602948,6.726732001340199
572.0721074174437,19.329457321317072,6.954348947018028
608.0453766917261,18.4462725969039,7.121948733058704
644.0186459660084,17.753733112314706,7.247212763338731
679.9919152402905,17.27493028812745,7.275104555369275
715.9651845145729,16.794514895478375,7.298015670251507
751.9384537888552,16.32927720087313,7.295276297819938
787.9117230631376,15.882004402563615,7.264396099500409
823.8849923374196,15.470785414374856,7.225297783886166
859.8582616117021,15.118123841240577,7.159054777813627
895.8315308859843,14.887578583673847,7.097080923582496
931.8048001602664,14.770867494691021,7.064884403445193
967.7780694345488,14.741071024389855,7.046989541976612
1003.7513387088311,14.815374843412544,7.08100045164651
1039.7246079831136,15.059114880867545,7.146994423861633
1075.6978772573957,15.676105067883073,7.269625810506135
1111.671146531678,16.66808926394992,7.429220936844169
1147.6444158059603,18.16604434936769,7.652675459476626
1183.6176850802424,20.125931181762155,7.954468918398943
1219.590954354525,22.35640819689082,8.24608756543257
1255.5642236288072,24.7220488060132,8.572570952504382
1291.5374929030893,27.152255058977907,8.887598782135075
1327.5107621773716,29.64144142279133,9.216572507781041
1363.4840314516541,32.07118445792807,9.535584879130386
1399.457300725936,34.538075392299106,9.824464153732446
1435.4305700002183,37.04699112163903,10.060050182847572
1471.4038392745008,39.45262340364824,10.202746583146691
1507.3771085487829,41.698721692338836,10.282437417519679
1543.3503778230652,43.86972236127498,10.266748284502498
1579.3236470973475,46.100999966276994,10.242592000333186
1615.2969163716298,48.48386516687402,10.226155765743759
1651.270185645912,50.9975458842441,10.231385476749484
1687.2434549201944,53.62937918881563,10.258281133350366
1723.2167241944765,56.236578855807494,10.301613024540677
1759.1899934687588,58.66391773734722,10.32029056384685
1795.1632627430413,60.93779401240297,10.292647805673719
1831.1365320173236,63.17342476986017,10.257284997920705
1867.1098012916057,65.44965144554257,10.215447309874888
1903.0830705658877,67.81278548075647,10.182325806838614
1939.0563398401703,70.23108551993406,10.145717829798526
1975.0296091144523,72.64692212985321,10.097654295317318
2011.0028783887344,74.98636557726955,10.057310810415999
2046.9761476630172,77.23493618754306,10.048096557691624
2082.9494169372997,79.43772737758357,9.993309109060197
2118.922686211581,81.66326811142257,9.982351619333917
2154.8959554858634,83.99608347041807,10.000531090925252
2190.869224760146,86.40226664118696,10.001029158640081
2226.8424940344285,88.86063210893266,9.963425046170329
2262.8157633087103,91.31702758575096,9.917602816405868
2298.7890325829926,93.75981729539741,9.868543146495002
2334.7623018572754,96.18641427022614,9.793251910269694
2370.735571131557,98.66158944950807,9.734396908633816
2406.7088404058395,101.12596947224483,9.674324408139459
2442.682109680122,103.57955433843648,9.614279578073702
2481.198943448546,106.02234404808296,9.560239231014524
2514.6286482286864,108.45433860118426,9.514693705536086
2550.6019175029687,110.87553799774041,9.4940792362278
2586.5751867772506,113.2859422377514,9.507361041956626
2622.5484560515333,115.7449246822156,9.527864829550508
2658.521725325815,118.18771439186206,9.506198883955351
2694.494994600098,120.63050410150854,9.497731732803217
2730.46826387438,123.07329381115501,9.520144779970614
2766.441533148662,125.51608352080146,9.557748892440367
2802.4148024229444,127.95887323044792,9.611291171784714
2838.3880716972267,130.40166294009438,9.656366299976929
2874.361340971509,132.84445264974084,9.629221609518638
2910.3346102457913,135.28724235938734,9.4494191644646
2946.3078795200736,137.7300320690338,9.149333366278842
2982.2811487943563,140.17282177868023,8.68588135762847
3018.254418068638,142.6334565430238,8.064114968192484
3054.22768734292,145.0405561432761,7.266068183971621
3090.200956617203,147.56827509472166,6.311343527171021
3126.174225891485,149.9274574184725,5.1707210251872615
3159.3443832742646,151.03193097135622,4.67133284738578
3198.1207644400497,153.1418647754005,3.6638702360123716
3217.0158149679555,155.11978084381386,2.6448259502783715
3247.175222541344,156.9656791765963,1.6141999901837805
