,time,X,temperature
0,2.011834319526627,0.0,1200.0
1,4.0,0.4880952380952381,1200.0
2,7.976331360946746,0.8080357142857143,1200.0
3,12.0,0.8854166666666667,1200.0
4,17.988165680473372,0.9434523809523808,1200.0
5,24.0,1.0,1200.0
6,0.994082840236686,-0.0029761904761904,1250.0
7,1.4911242603550292,-0.0044642857142855,1250.0
8,2.0355029585798823,0.2886904761904763,1250.0
9,2.958579881656804,0.4925595238095238,1250.0
10,4.023668639053256,0.7306547619047619,1250.0
11,6.982248520710058,0.8377976190476191,1250.0
12,8.970414201183432,0.90625,1250.0
13,11.976331360946745,0.9761904761904762,1250.0
14,17.01775147928994,0.9985119047619048,1250.0
15,0.4733727810650885,0.0,1300.0
16,0.994082840236686,0.3139880952380953,1300.0
17,2.011834319526627,0.5833333333333334,1300.0
18,3.005917159763314,0.7098214285714286,1300.0
19,4.0,0.7991071428571428,1300.0
20,6.011834319526628,0.8556547619047619,1300.0
21,7.976331360946746,0.9226190476190476,1300.0
22,9.988165680473372,0.9940476190476192,1300.0
23,15.005917159763314,1.0014880952380951,1300.0
24,-0.0473372781065091,0.0,1350.0
25,0.5207100591715976,0.369047619047619,1350.0
26,0.994082840236686,0.5505952380952381,1350.0
27,2.011834319526627,0.7023809523809523,1350.0
28,3.005917159763314,0.8125,1350.0
29,4.946745562130177,0.8883928571428572,1350.0
30,7.029585798816568,0.9910714285714286,1350.0
31,11.005917159763314,0.9955357142857144,1350.0
